id	title	year	nom	won	directed_by	running_time	screenplay_by	produced_by	starring	music_by	cinematography	editing_by	distributed_by	release_dates	story_by	studio	country	language	budget	box_office	url	key	best_pic	best_actor	best_cinemato	best_director	best_foreign	palme	goldenbear	goldenlion	htmlpath	best_actress	best_supp_actress	best_supp_actor	create_dt	update_dt	canonical	imdbid
	Giant	2009			Adrián Biniez	84 minutes	Adrián Biniez	Fernando Epstein,Christoph Friedel,Hernán Musaluppi,Frans van Gestel	Horacio Camandule,Leonor Svarcas	Harald Kloser,Thomas Wander	Arauco Hernández Holz	Fernando Epstein[1]	Filmmovement.com	February 8, 2009 (2009-02-08) (Berlinale),May 29, 2009 (2009-05-29) (Uruguay)		Ctrl Films	Uruguay	Spanish			/wiki/Giant_(2009_film)	giant									wiki/Giant_(2009_film).html					2016-03-09 13:25:14	/wiki/Giant_(2009_film)	tt1360866
	The Dark House	2009			Wojciech Smarzowski	106 minutes	Wojciech Smarzowski,Łukasz Kośmicki		Marian Dziędziel,Arkadiusz Jakubik,Kinga Preis,Bartłomiej Topa	Mikołaj Trzaska		Paweł Laskowski	ITI Cinema	27 November 2009 (2009-11-27)			Poland	Polish	approx. 1 000 000 EUR		/wiki/The_Dark_House	thedarkhouse									wiki/The_Dark_House.html					2016-03-09 13:26:17	/wiki/The_Dark_House	tt1485698
	Welcome	2009			Philippe Lioret			Christophe Rossignon	Vincent Lindon,Firat Ayverdi,Audrey Dana,Olivier Rabourdin,Derya Ayverdi	Nicola Piovani,Wojciech Kilar,Armand Amar	Laurent Dailland	Andréa Sedlackova		March 11, 2009 (2009-03-11)			France	French,English,Kurdish,Turkish	€ 690,000	€ 10,604,570	/wiki/Welcome_(2009_film)	welcome									wiki/Welcome_(2009_film).html					2016-03-09 13:26:22	/wiki/Welcome_(2009_film)	tt1314280
	The Imaginarium of Doctor Parnassus	2009	2	0	Terry Gilliam	123 minutes[1]		Samuel Hadida,Amy Gilliam,William Vince,Terry Gilliam	Heath Ledger,Christopher Plummer,Verne Troyer,Lily Cole,Andrew Garfield,Tom Waits,Johnny Depp,Colin Farrell,Jude Law	Jeff Danna,Mychael Danna	Nicola Pecorini	Mick Audsley	Metropolitan Filmexport (France),Lionsgate (United Kingdom),Sony Pictures Classics (United States)	22 May 2009 (2009-05-22) (Cannes),16 October 2009 (2009-10-16) (United Kingdom),11 November 2009 (2009-11-11) (France),25 December 2009 (2009-12-25) (Canada and US)		Davis Films,Grosvenor Park,Telefilm Canada,Centre National de la Cinématographie,Canal+,UK Film Council	United Kingdom,Canada,France	English	$30 million[2]	$61,808,775[2]	/wiki/The_Imaginarium_of_Doctor_Parnassus	theimaginariumofdoctorparnassus									wiki/The_Imaginarium_of_Doctor_Parnassus.html					2016-03-09 13:29:24	/wiki/The_Imaginarium_of_Doctor_Parnassus	tt1054606
	Police, Adjective	2009			Corneliu Porumboiu	115 minutes		Marcela Ursu	Dragoș Bucur			Roxana Szel		May 2009 (2009-05)			Romania	Romanian			/wiki/Police,_Adjective	policeadjective									wiki/Police,_Adjective.html					2016-03-09 13:35:25	/wiki/Police,_Adjective	tt1337051
	Castaway on the Moon	2009			Lee Hae-jun	116 minutes		Kim Moo-ryoung,Kang Woo-suk	Jung Jae-young,Jung Ryeo-won	Kim Hong-jib	Kim Byeong-seo	Nam Na-yeong	Cinema Service	May 14, 2009 (2009-05-14)			South Korea	Korean	US$5 million	US$3,725,352[1]	/wiki/Castaway_on_the_Moon	castawayonthemoon									wiki/Castaway_on_the_Moon.html					2016-03-09 13:35:40	/wiki/Castaway_on_the_Moon	tt1499666
3195	Metropia	2009			Tarik Saleh	86 minutes	Tarik Saleh,Stig Larsson,Fredrik Edin	Kristina Åberg	Vincent Gallo,Juliette Lewis	Krister Linder	Sesse Lind		Sandrew Metronome	3 September 2009 (2009-09-03) (Venice Film Festival),27 November 2009 (2009-11-27) (Sweden)	Tarik Saleh,Fredrik Edin,Martin Hultman		Sweden,Denmark,Norway	English	34,000,000 SEK	32,000,000	/wiki/Metropia_(film)	metropia															/wiki/Metropia_(film)	tt0985058
3204	Pandorum	2009			Christian Alvart	108 minutes[1]	Travis Milloy	Robert Kulzer,Jeremy Bolt,Paul W. S. Anderson	Dennis Quaid,Ben Foster,Cam Gigandet,Antje Traue,Cung Le,Eddie Rouse	Michl Britsch	Wedigo von Schultzendorff		Overture Films (USA),Constantin Film (Germany/Austria),Icon Productions (UK/Australia),Metro-Goldwyn-Mayer Pictures (international sales),M6 (France)	September 25, 2009 (2009-09-25) (United States),October 2, 2009 (2009-10-02) (United Kingdom)	Travis Milloy,Christian Alvart		Germany,United Kingdom	English	US$33 million	$20,645,327[2]	/wiki/Pandorum	pandorum															/wiki/Pandorum	tt1188729
3211	Sin Nombre	2009			Cary Joji Fukunaga	96 minutes		Gael García Bernal,Diego Luna	Edgar Flores,Kristyan Ferrer,Paulina Gaitán	Marcelo Zarvos	Adriano Goldman		Focus Features	January 18, 2009 (2009-01-18) (Sundance),March 20, 2009 (2009-03-20) (United States),May 15, 2009 (2009-05-15) (Mexico)			Mexico,United States	Spanish		$5,101,756[1]	/wiki/Sin_Nombre_(2009_film)	sinnombre															/wiki/Sin_Nombre_(2009_film)	tt1127715
3270	Get Low	2009			Aaron Schneider	100 minutes	Chris Provenzano,C. Gaby Mitchell,Scott Seeke	Dean Zanuck,David Gundlach	Robert Duvall,Sissy Spacek,Bill Murray,Lucas Black,Bill Cobbs	Jan A. P. Kaczmarek	David Boyd		Sony Pictures Classics	September 12, 2009 (2009-09-12) (TIFF),July 30, 2010 (2010-07-30) (United States)	Chris Provenzano,Scott Seeke		United States	English	$7 million	$9.7 million	/wiki/Get_Low_(film)	getlow															/wiki/Get_Low_(film)	tt1194263
3272	Happy Tears	2009			Mitchell Lichtenstein	95 minutes		Joyce M. Pierpoline	Parker Posey,Demi Moore,Rip Torn,Sebastian Roché,Ellen Barkin	Robert Miller	Jamie Anderson		Roadside Attractions	February 11, 2009 (2009-02-11) (Berlin Film Festival),February 19, 2010 (2010-02-19) (United States)			United States	English		$22,464	/wiki/Happy_Tears	happytears															/wiki/Happy_Tears	tt1219828
3274	Harry Brown	2009			Daniel Barber	103 minutes		Matthew Vaughn,Kris Thykier,Matthew Brown,Keith Bell	Michael Caine,Emily Mortimer,Ben Drew,Charlie Creed-Miles,David Bradley,Jack O'Connell,Sean Harris	Martin Phipps,Ruth Barrett,Pete Tong,Paul Rogers	Martin Ruhe		Lionsgate UK	11 November 2009 (2009-11-11)			United Kingdom	English	$7.3 million[1]	$10.3 million[2]	/wiki/Harry_Brown_(film)	harrybrown															/wiki/Harry_Brown_(film)	tt1289406
	Julie & Julia	2009			Nora Ephron	123 minutes	Nora Ephron	Nora Ephron,Laurence Mark,Eric Steel,Amy Robinson	Meryl Streep,Amy Adams,Stanley Tucci,Chris Messina,Linda Emond,Jane Lynch	Alexandre Desplat	Stephen Goldblatt	Richard Marks	Columbia Pictures	August 7, 2009 (2009-08-07)	Julie Powell, Julia Child with Alex Prud'homme (Book)		United States	English	$40 million	$129,540,499[1]	/wiki/Julie_&_Julia	juliejulia									wiki/Julie_&_Julia.html	N				2016-03-08 00:21:53	/wiki/Julie_%26_Julia	tt1135503
	Fish Tank	2009			Andrea Arnold	123 minutes		Nick Laws,Kees Kasander,Executive:,Christine Langan,David M. Thompson	Katie Jarvis,Kierston Wareing,Michael Fassbender	Steel Pulse	Robbie Ryan	Nicolas Chaudeurge	IFC Films	14 May 2009 (2009-05-14) (Cannes),11 September 2009 (2009-09-11)			United Kingdom	English	£1.8 million[1]	£1.5 million[1]	/wiki/Fish_Tank_(film)	fishtank									wiki/Fish_Tank_(film).html					2016-03-08 00:18:26	/wiki/Fish_Tank_(film)	tt1232776
	The Last Station	2009			Michael Hoffman	112 minutes[1]	Michael Hoffman	Jens Meurer,Chris Curling,Bonnie Arnold	Helen Mirren,Christopher Plummer,James McAvoy,Paul Giamatti	Sergey Yevtushenko	Sebastian Edschmid		Sony Pictures Classics	23 December 2009 (2009-12-23)			Germany,Russia,United Kingdom	English	$18 million[2]	$13,550,772[2]	/wiki/The_Last_Station	thelaststation									wiki/The_Last_Station.html	N		N			/wiki/The_Last_Station	tt0824758
	The Messenger	2009			Oren Moverman	113 minutes		Mark Gordon,Lawrence Inglee,Zach Miller	Ben Foster,Woody Harrelson,Samantha Morton,Jena Malone				Oscilloscope Laboratories	November 13, 2009 (2009-11-13)			United States	English	$6.5 million[1]	$1,521,261[1]	/wiki/The_Messenger_(2009_film)	themessenger									wiki/The_Messenger_(2009_film).html			N			/wiki/The_Messenger_(2009_film)	tt0790712
	The Lovely Bones	2009			Peter Jackson	135 minutes[1]	Peter Jackson,Fran Walsh,Philippa Boyens	Peter Jackson,Fran Walsh,Carolynne Cunningham,Aimée Peyronnet	Mark Wahlberg,Rachel Weisz,Susan Sarandon,Stanley Tucci,Michael Imperioli,Saoirse Ronan	Brian Eno	Andrew Lesnie		Paramount Pictures	November 24, 2009 (2009-11-24) (Royal premiere),December 11, 2009 (2009-12-11) (United States)			United States,United Kingdom,New Zealand	English	$65 million[2]	$93.6 million[2]	/wiki/The_Lovely_Bones_(film)	thelovelybones									wiki/The_Lovely_Bones_(film).html			N			/wiki/The_Lovely_Bones_(film)	tt0380510
	Nine	2009			Rob Marshall	118 minutes		Rob Marshall,Marc Platt,Harvey Weinstein,John DeLuca	Daniel Day-Lewis,Marion Cotillard,Penélope Cruz,Judi Dench,Fergie,Kate Hudson,Nicole Kidman,Sophia Loren	Andrea Guerra,Maury Yeston	Dion Beebe		The Weinstein Company	December 18, 2009 (2009-12-18) (United States),January 15, 2010 (2010-01-15) (Italy)			United States,Italy	English,Italian	$80 million[1]	$53.9 million[1]	/wiki/Nine_(2009_live-action_film)	nine									wiki/Nine_(2009_live-action_film).html		N				/wiki/Nine_(2009_live-action_film)	tt0875034
	Alice in Wonderland	2010	3	2	Tim Burton	108 minutes	Linda Woolverton	Richard D. Zanuck,Joe Roth,Suzanne Todd,Jennifer Todd	Johnny Depp,Anne Hathaway,Helena Bonham Carter,Crispin Glover,Mia Wasikowska	Danny Elfman	Dariusz Wolski	Chris Lebenzon	Walt Disney Studios,Motion Pictures	February 25, 2010 (2010-02-25) (London),March 5, 2010 (2010-03-05) (United States)		Roth Films,The Zanuck Company,Team Todd	United States	English	$150[1][2]–$200[3] million	$1.025 billion[4]	/wiki/Alice_in_Wonderland_(2010_film)	aliceinwonderland									wiki/Alice_in_Wonderland_(2010_film).html					2016-03-08 11:32:06	/wiki/Alice_in_Wonderland_(2010_film)	tt1014759
	Beginners	2010	1	1	Mike Mills	104 minutes[1]		Leslie Urdang,Dean Vanech,Miranda de Pencier,Lars Knudsen,Jay Van Hoy	Ewan McGregor,Christopher Plummer,Mélanie Laurent,Goran Višnjić	Roger Neill,Dave Palmer,Brian Reitzell	Kasper Tuxen	Olivier Bugge Coutté	Focus Features	September 11, 2010 (2010-09-11) (TIFF),June 3, 2011 (2011-06-03) (USA)		Olympus Pictures,Parts & Labor	United States	English	$3.2 million[2]	$14,311,701[2]	/wiki/Beginners	beginners									wiki/Beginners.html			W		2016-03-08 11:40:52	/wiki/Beginners	tt1532503
	Black Swan	2010	5	1	Darren Aronofsky	108 minutes	Andres Heinz,Mark Heyman,John McLaughlin	Ari Handel,Scott Franklin,Mike Medavoy,Arnold Messer,Brian Oliver	Natalie Portman,Vincent Cassel,Mila Kunis,Barbara Hershey,Winona Ryder	Clint Mansell	Matthew Libatique	Andrew Weisblum	Fox Searchlight Pictures	September 1, 2010 (2010-09-01) (Venice),December 3, 2010 (2010-12-03) (United States, limited),December 17, 2010 (2010-12-17) (United States, nationwide)	Andres Heinz	Cross Creek Pictures,Phoenix Pictures,Dune Entertainment	United States	English	$13 million[1]	$329.4 million[2]	/wiki/Black_Swan_(film)	blackswan	N		N	N					wiki/Black_Swan_(film).html	W				2016-03-08 12:22:45	/wiki/Black_Swan_(film)	tt0947798
	The Fighter	2010	7	2	David O. Russell	115 minutes[1][2][3]	Paul Tamasy,Eric Johnson,Scott Silver	Dorothy Aufiero,David Hoberman,Todd Lieberman,Ryan Kavanaugh,Paul Tamasy,Mark Wahlberg	Mark Wahlberg,Christian Bale,Amy Adams,Melissa Leo,Jack McGee	Michael Brook	Hoyte van Hoytema	Pamela Martin	Paramount Pictures (North America),The Weinstein Company (International)	December 10, 2010 (2010-12-10)	Keith Dorrington,Paul Tamasy,Eric Johnson	Relativity Media,Mandeville Films,Closest to the Hole Productions	United States	English	$25 million[4]	$129.2 million[5]	/wiki/The_Fighter	thefighter	N			N					wiki/The_Fighter.html					2016-03-08 13:14:06	/wiki/The_Fighter	tt0964517
	God of Love	2010	1	1	Luke Matheny	18 minutes		Gigi Dement,Ryan Silbert,Stefanie Walmsley,Stephen Dypiangco	Luke Matheny,Christopher Hirsh,Marian Brock,Emily Young,Miguel Rosales,Elizabeth Olin,Francesca McGlaughlin,Mark Gessner,David Ross,Andrea Mustain,Priya Dewan,Katherine E. Scharhon	Sasha Gordon	Bobby Webster	Levi Abrino		June 12, 2010 (2010-06-12) (Student Academy Awards)			United States	English			/wiki/God_of_Love_(film)	godoflove									wiki/God_of_Love_(film).html					2016-03-08 13:19:39	/wiki/God_of_Love_(film)	tt1631323
	Inception	2010	8	4	Christopher Nolan	148 minutes[1]		Emma Thomas,Christopher Nolan	Leonardo DiCaprio,Ken Watanabe,Joseph Gordon-Levitt,Marion Cotillard,Ellen Page,Tom Hardy,Cillian Murphy,Tom Berenger,Michael Caine	Hans Zimmer	Wally Pfister	Lee Smith	Warner Bros. Pictures	July 8, 2010 (2010-07-08) (Odeon Leicester Square),July 16, 2010 (2010-07-16) (United Kingdom),July 16, 2010 (2010-07-16) (United States)		Legendary Pictures,Syncopy Films	United Kingdom[2],United States[2]	English	$160 million[3]	$825.5 million[3]	/wiki/Inception	inception	N		W						wiki/Inception.html					2016-03-08 13:30:32	/wiki/Inception	tt1375666
	Inside Job	2010	1	1	Charles Ferguson	108 minutes		Audrey Marrs,Charles Ferguson	Matt Damon, William Ackman, Daniel Alpert, Jonathan Alpert	Alex Heffes	Svetlana Cvetko,Kalyanee Mam	Chad Beck,Adam Bolt	Sony Pictures Classics	May 16, 2010 (2010-05-16) (Cannes),October 8, 2010 (2010-10-08) (United States)			United States	English	$2 million[1]	$7,871,522[2]	/wiki/Inside_Job_(2010_film)	insidejob									wiki/Inside_Job_(2010_film).html					2016-03-08 14:18:24	/wiki/Inside_Job_(2010_film)	tt1645089
	The King's Speech	2010	12	4	Tom Hooper	118 minutes[1]	David Seidler	Iain Canning,Emile Sherman,Gareth Unwin	Colin Firth,Geoffrey Rush,Helena Bonham Carter,Guy Pearce,Timothy Spall,Derek Jacobi,Jennifer Ehle,Michael Gambon	Alexandre Desplat	Danny Cohen	Tariq Anwar	The Weinstein Company,Momentum Pictures	6 September 2010 (2010-09-06) (Telluride Film Festival),7 January 2011 (2011-01-07) (United Kingdom)		UK Film Council,See-Saw Films,Bedlam Productions	United Kingdom[2]	English	$15 million[3]	$414.2 million[4]	/wiki/The_King's_Speech	thekingsspeech	W	W	N	W					wiki/The_King's_Speech.html					2016-03-08 11:15:16	/wiki/The_King%27s_Speech	tt1504320
	Music by Prudence	2010	1	1	Roger Ross Williams	33 minutes		Roger Ross Williams,Elinor Burkett,Patrick Wright (co-producer)	Prudence Mabhena,Tapiwa Nyengera,Energy Maburutse,Honest Mupatse,Marvelous Mbulo,Vusani Vuma,Goodwell Nzou,Farai Mabhande	Music Producer/additional composition Ted Mason	Derek Wiesehahn (director of cinematography),Errol Webber,Osato Dixon	Geeta Gandbhir (editor),Patrick Wright (associate editor)		April 2010 (2010-04)			United States	English			/wiki/Music_by_Prudence	musicbyprudence									wiki/Music_by_Prudence.html					2016-03-08 14:50:13	/wiki/Music_by_Prudence	tt1543539
	The Social Network	2010	8	3	David Fincher	120 minutes[1]	Aaron Sorkin	Scott Rudin,Dana Brunetti,Michael De Luca,Ceán Chaffin	Jesse Eisenberg,Andrew Garfield,Justin Timberlake,Armie Hammer,Max Minghella	Trent Reznor,Atticus Ross	Jeff Cronenweth	Kirk Baxter,Angus Wall	Columbia Pictures	October 1, 2010		Relativity Media,Trigger Street Productions	United States	English	$40 million[2]	$224.9 million[2]	/wiki/The_Social_Network	thesocialnetwork	N	N	N	N					wiki/The_Social_Network.html					2016-03-08 16:52:22	/wiki/The_Social_Network	tt1285016
	Toy Story 3	2010	5	2	Lee Unkrich	103 minutes[1]	Michael Arndt	Darla K. Anderson	Tom Hanks,Tim Allen,Joan Cusack,Don Rickles,Wallace Shawn,John Ratzenberger,Estelle Harris,Ned Beatty,Michael Keaton,Jodi Benson,John Morris	Randy Newman	Jeremy Lasky,Kim White	Ken Schretzmann	Walt Disney Studios,Motion Pictures	June 12, 2010 (2010-06-12) (Taormina Film Fest),June 18, 2010 (2010-06-18) (North America)	John Lasseter,Andrew Stanton,Lee Unkrich	Pixar	United States	English	$200 million[1]	$1.063 billion[1]	/wiki/Toy_Story_3	toystory3	N								wiki/Toy_Story_3.html					2016-03-08 17:05:51	/wiki/Toy_Story_3	tt0435761
	Somewhere	2010			Sofia Coppola	98 minutes[1]		Sofia Coppola,Roman Coppola,G. Mac Brown	Stephen Dorff,Elle Fanning,Michelle Monaghan,Chris Pontius,Simona Ventura,Valeria Marini	Phoenix	Harris Savides	Sarah Flack	Focus Features	September 11, 2010 (2010-09-11) (Venice Film Festival),December 22, 2010 (2010-12-22) (United States)		American Zoetrope	United States	English	$7 million[2]	$13.9 million[2]	/wiki/Somewhere_(film)	somewhere								W	wiki/Somewhere_(film).html					2016-03-08 18:47:41	/wiki/Somewhere_(film)	tt1421051
	Harry Potter and the Deathly Hallows – Part 1	2010			David Yates	146 minutes[1]	Steve Kloves	David Heyman,David Barron,J. K. Rowling	Daniel Radcliffe,Rupert Grint,Emma Watson,Helena Bonham Carter,Robbie Coltrane,Warwick Davis,Ralph Fiennes,Michael Gambon,Brendan Gleeson,Richard Griffiths,John Hurt,Jason Isaacs,Alan Rickman,Fiona Shaw,Timothy Spall,Imelda Staunton,David Thewlis,Julie Walters	Alexandre Desplat	Eduardo Serra	Mark Day	Warner Bros. Pictures	11 November 2010 (2010-11-11) (Odeon Leicester Square),19 November 2010 (2010-11-19) (United Kingdom),19 November 2010 (2010-11-19) (United States)		Heyday Films	United Kingdom,United States	English	$250 million,(Shared with Part 2)[2][3]	$960.3 million[4]	/wiki/Harry_Potter_and_the_Deathly_Hallows_–_Part_1	harrypotterandthedeathlyhallowspart1									wiki/Harry_Potter_and_the_Deathly_Hallows_–_Part_1.html					2016-03-08 00:19:29	/wiki/Harry_Potter_and_the_Deathly_Hallows_%E2%80%93_Part_1	tt0926084
	Shrek Forever After	2010			Mike Mitchell	93 minutes		Gina Shay,Teresa Cheng	Mike Myers,Eddie Murphy,Cameron Diaz,Antonio Banderas,Julie Andrews,John Cleese,Walt Dohrn	Harry Gregson-Williams	Yong Duk Jhun	Nick Fletcher	Paramount Pictures1	April 21, 2010 (2010-04-21) (Tribeca Film Festival),May 21, 2010 (2010-05-21) (United States)		DreamWorks Animation	United States	English	$135[1][2]–$165[3] million	$753 million[3]	/wiki/Shrek_Forever_After	shrekforeverafter									wiki/Shrek_Forever_After.html					2016-03-08 18:47:01	/wiki/Shrek_Forever_After	tt0892791
	You Will Meet a Tall Dark Stranger	2010			Woody Allen	100 minutes		Letty Aronson,Stephen Tenenbaum,Jaume Roures	Antonio Banderas,Josh Brolin,Anthony Hopkins,Gemma Jones,Freida Pinto,Lucy Punch,Naomi Watts,Roger Ashton-Griffiths,Pauline Collins	Trevor Rabin	Vilmos Zsigmond	Alisa Lepselter	Sony Pictures Classics	May 15, 2010 (2010-05-15) (Cannes Film Festival),September 23, 2010 (2010-09-23) (United States)			Spain,United States	English	$15 million	$34,275,987[1]	/wiki/You_Will_Meet_a_Tall_Dark_Stranger	youwillmeetatalldarkstranger									wiki/You_Will_Meet_a_Tall_Dark_Stranger.html					2016-03-08 19:01:58	/wiki/You_Will_Meet_a_Tall_Dark_Stranger	tt1182350
	Shutter Island	2010			Martin Scorsese	138 minutes	Laeta Kalogridis,Steven Knight (uncredited)	Mike Medavoy,Arnold W. Messer,Bradley J. Fischer,Martin Scorsese	Leonardo DiCaprio,Mark Ruffalo,Ben Kingsley,Michelle Williams,Patricia Clarkson,Max von Sydow		Robert Richardson	Thelma Schoonmaker	Paramount Pictures	February 19, 2010 (2010-02-19)		Appian Way Productions,Phoenix Pictures,Paramount Pictures,Sikelia Productions	United States	English	$80 million[1]	$294.8 million[2]	/wiki/Shutter_Island_(film)	shutterisland									wiki/Shutter_Island_(film).html					2016-03-08 21:11:17	/wiki/Shutter_Island_(film)	tt1130884
	Cave of Forgotten Dreams	2010			Werner Herzog	89 minutes[2]		Erik Nelson,Adrienne Ciuffo[1],Dave Harding,Julian Hobbs,David McKillop	Werner Herzog, Jean Clottes, Julien Monney, Jean-Michel Geneste	Ernst Reijseger	Peter Zeitlinger[1]	Joe Bini,Maya Hawke[1]	IFC Films,Sundance Selects	13 September 2010 (2010-09-13) (TIFF),25 March 2011 (2011-03-25) (United Kingdom),29 April 2011 (2011-04-29) (United States)		Creative Differences,History Films,Ministère de la Culture et de la Communication,Arte France,Werner Herzog Filmproduktion,More4	Canada,United States,France,Germany,United Kingdom	English		$6,467,348	/wiki/Cave_of_Forgotten_Dreams	caveofforgottendreams									wiki/Cave_of_Forgotten_Dreams.html					2016-03-08 21:14:26	/wiki/Cave_of_Forgotten_Dreams	tt1664894
	Happy People: A Year in the Taiga	2010			Dmitry Vasyukov,Werner Herzog	94 minutes		Christoph Fisser,Nick N. Raslan,Yanko Damboulev,Carl Woebcken,Klaus Badelt,Timur Bekmambetov,Werner Herzog	Werner Herzog, Nikolay Nikiforovitch Siniaev, Gennady Soloviev, Anatoly Tarkovsky	Klaus Badelt		Joe Bini		November 2010 (2010-11)		Studio Babelsberg	Germany	English,Russian		$338,987[1]	/wiki/Happy_People:_A_Year_in_the_Taiga	happypeopleayearinthetaiga									wiki/Happy_People:_A_Year_in_the_Taiga.html					2016-03-08 21:14:30	/wiki/Happy_People:_A_Year_in_the_Taiga	tt1683876
